Crop,Temperature,Rainfall,Humidity
Soybean,33,62,66
Soybean,32,70,74
Rap seed,32,38,68
Rap seed,34,35,67
Mustard,32,36,66
Maize,34,79,65
Barley,34,45,73
Rice,34,126,67
SugarCane,33,285,75
Gram,33,35,75
Maize,34,65,74
Maize,35,62,72
Field Pea,32,57,71
Groundnut,33,62,68
Sorghum,34,46,66
Sorghum,32,57,71
SugarCane,33,276,69
SugarCane,32,251,74
Rice,35,115,65
Rap seed,35,36,70
Wheat,33,67,72
Barley,34,37,73
Soybean,33,71,66
Field Pea,33,47,69
Rap seed,35,36,68
Soybean,35,71,74
Soybean,35,72,69
Maize,32,62,67
Cotton,33,55,73
Green gram,32,66,71
SugarCane,32,294,66
Mustard,34,45,68
Sorghum,35,43,66
Groundnut,32,97,70
Wheat,32,86,66
Rice,35,108,74
Millet,35,32,72
Millet,32,29,65
Millet,35,25,68
Gram,33,35,65
Maize,33,54,71
Groundnut,34,60,74
Rap seed,32,35,70
Maize,33,73,72
Wheat,35,76,70
Rap seed,32,43,74
Mustard,32,45,69
Rice,34,136,71
Green gram,32,67,73
Gram,32,41,68
SugarCane,33,289,67
Black Gram,33,43,71
Rice,35,150,73
Rice,35,127,65
Wheat,34,66,68
Sorghum,34,44,71
Rice,32,138,74
Soybean,33,67,72
Field Pea,34,57,68
Groundnut,32,57,71
Gram,34,43,68
Rap seed,32,44,72
Wheat,33,68,68
Maize,32,73,68
Barley,32,38,68
Wheat,33,84,72
Sunflower,35,132,68
Rice,34,129,71
Rap seed,34,36,69
Maize,34,73,66
Cotton,32,54,72
Soybean,35,69,72
Black Gram,32,57,66
Green gram,32,65,68
Gram,35,35,75
Wheat,34,85,69
Rice,35,114,74
Wheat,32,81,70
Maize,34,52,75
Soybean,32,67,66
Cotton,32,66,66
Sorghum,34,54,70
Rice,35,131,68
Gram,32,38,65
Millet,33,27,67
Rap seed,32,37,68
Rice,34,118,70
Cotton,34,64,69
Maize,35,57,72
Rice,33,138,66
Groundnut,33,96,70
Millet,34,30,70
Gram,32,38,65
Rice,32,134,65
Gram,35,38,67
Gram,33,44,70
Rice,32,149,73
Black Gram,35,59,68
Black Gram,32,46,66
Sunflower,35,148,74
Green gram,33,75,75
Barley,34,40,73
Millet,35,33,66
Cotton,33,58,75
Maize,35,64,67
Groundnut,33,88,65
Wheat,34,62,68
Black Gram,32,44,65
Black Gram,35,44,70
Mustard,33,35,70
Rice,35,114,68
Maize,32,50,69
Groundnut,34,65,69
Rice,32,146,65
Millet,34,28,70
Soybean,33,70,74
Field Pea,32,58,72
Gram,34,42,69
Rap seed,33,41,69
Black Gram,32,60,74
Wheat,34,67,75
SugarCane,32,278,73
Soybean,34,74,72
Sorghum,32,51,71
Mustard,34,41,67
Rice,33,100,72
Green gram,35,64,73
Rice,33,140,73
Wheat,33,79,66
Rice,32,134,74
Wheat,32,63,74
SugarCane,35,281,75
Field Pea,34,43,65
Millet,35,29,67
Wheat,35,87,72
Rap seed,32,38,71
Wheat,35,63,73
Millet,33,35,70
Field Pea,33,52,73
Sunflower,32,62,74
Gram,35,37,74
Rap seed,34,43,72
Cotton,32,56,75
Wheat,32,76,65
SugarCane,34,289,74
Groundnut,34,87,66
Barley,35,38,75
Barley,32,41,68
Mustard,35,39,69
Wheat,32,62,66
Mustard,32,36,66
Millet,32,27,66
Black Gram,35,43,68
Cotton,32,57,72
Sorghum,33,53,66
Rice,34,121,73
Groundnut,34,50,68
Millet,34,33,65
Sorghum,34,44,67
Rap seed,32,44,71
Rice,33,142,65
Green gram,34,61,74
Gram,33,36,74
Soybean,35,74,70
Millet,35,35,70
Gram,34,35,72
Soybean,32,67,75
Field Pea,34,40,75
Black Gram,35,42,74
Field Pea,34,58,66
Millet,35,30,74
Cotton,32,59,71
Groundnut,34,52,73
Black Gram,34,43,71
SugarCane,34,270,71
Rap seed,32,42,73
Sunflower,32,134,72
Barley,35,47,73
Groundnut,32,77,74
Sunflower,33,31,70
Soybean,35,60,73
Black Gram,35,46,69
Soybean,35,70,68
Gram,32,42,70
Gram,32,43,65
Millet,34,29,65
Green gram,35,67,74
Green gram,34,65,75
Field Pea,32,49,66
Soybean,32,72,75
Sunflower,32,31,69
Sorghum,32,53,72
Groundnut,34,76,75
Cotton,35,64,73
SugarCane,34,287,70
SugarCane,35,298,66
Mustard,32,37,65
Rice,35,123,68
Rice,32,141,66
Sorghum,33,54,67
SugarCane,32,282,75
Groundnut,34,98,69
Rice,32,134,69
Gram,34,38,70
Rap seed,32,35,75
Gram,32,41,68
Mustard,34,42,73
Sunflower,35,94,74
Sorghum,35,53,69
Wheat,35,72,67
Sorghum,33,50,66
Sorghum,35,51,75
Groundnut,35,72,68
Rap seed,35,38,72
Cotton,33,58,73
Groundnut,34,96,70
Millet,35,32,74
Cotton,35,58,69
Rap seed,32,39,70
Field Pea,34,49,75
Wheat,32,83,74
Field Pea,35,54,71
Millet,35,32,74
Maize,32,76,72
Black Gram,32,47,73
Soybean,33,68,72
Maize,34,64,68
Wheat,32,87,66
Groundnut,34,74,66
Rap seed,32,45,70
Field Pea,35,54,66
Field Pea,35,46,72
Rap seed,35,43,71
Wheat,34,76,67
Wheat,35,66,73
Sorghum,35,55,68
Millet,35,29,67
Wheat,33,60,73
Wheat,35,88,65
Rice,33,137,73
Black Gram,32,48,68
Millet,34,28,75
SugarCane,32,289,75
Field Pea,32,43,67
Sorghum,35,42,71
Cotton,33,58,67
Black Gram,34,48,67
Sunflower,32,50,73
Wheat,35,79,74
Green gram,35,62,69
Rap seed,35,36,72
Field Pea,32,41,68
Millet,34,30,70
Rice,33,123,70
Rice,34,123,67
Black Gram,34,59,65
Gram,35,35,68
Sorghum,33,60,72
Sorghum,34,53,67
Wheat,34,79,67
Black Gram,32,49,74
Gram,32,42,71
Mustard,32,36,65
Black Gram,35,54,66
Green gram,32,74,67
Soybean,34,67,75
Gram,35,37,75
Green gram,32,71,65
Cotton,32,65,66
Sunflower,32,116,65
Rap seed,35,44,71
Groundnut,32,92,66
Millet,35,28,74
SugarCane,34,294,67
Maize,33,80,72
Maize,33,51,74
Black Gram,34,58,66
Sorghum,33,55,69
Mustard,35,36,68
Sorghum,34,51,73
Sunflower,32,80,72
Mustard,33,41,75
SugarCane,33,286,70
Cotton,32,54,74
Black Gram,33,41,74
Barley,32,45,72
Gram,33,40,70
Millet,35,31,74
Cotton,32,56,71
Maize,35,51,66
Rap seed,32,35,71
Field Pea,34,55,68
Cotton,33,51,66
Mustard,33,45,65
Sunflower,35,84,75
Rap seed,35,45,67
Cotton,33,58,66
Mustard,32,39,73
Gram,32,35,74
Soybean,32,74,67
Mustard,32,37,65
Groundnut,32,50,69
SugarCane,32,277,70
Sorghum,34,51,73
Sunflower,34,133,74
Rice,33,145,75
SugarCane,34,292,71
Black Gram,34,59,67
Gram,35,43,68
Barley,34,44,69
Gram,32,39,65
SugarCane,33,300,67
Sorghum,33,59,65
SugarCane,34,256,73
Barley,32,39,70
Rap seed,33,43,74
Groundnut,34,63,72
Sunflower,32,43,75
Field Pea,32,42,72
Groundnut,32,93,72
Wheat,33,82,72
Cotton,33,50,67
Soybean,34,67,68
SugarCane,35,276,67
Millet,33,33,67
Sunflower,35,41,72
SugarCane,35,298,66
SugarCane,33,263,69
Mustard,32,40,75
Millet,35,34,70
Mustard,35,36,72
Soybean,33,75,69
Barley,34,42,69
SugarCane,32,254,67
Soybean,34,70,68
Gram,33,36,75
Wheat,32,72,66
Black Gram,33,51,69
Rap seed,33,39,66
SugarCane,33,274,66
SugarCane,33,287,71
Sorghum,32,52,66
Maize,34,77,68
SugarCane,32,282,71
Sunflower,32,72,68
Wheat,33,63,70
Black Gram,32,44,72
Wheat,35,79,75
Sorghum,32,42,75
Wheat,33,79,70
SugarCane,32,266,66
Rice,34,148,73
Cotton,35,69,69
Millet,33,26,75
Rice,34,107,67
Sorghum,32,59,75
Mustard,35,44,66
Wheat,32,73,67
Barley,35,47,73
Mustard,33,43,71
Gram,32,38,75
Sunflower,32,75,65
Cotton,33,51,69
Sorghum,33,52,66
Rap seed,35,41,66
Green gram,34,69,73
Rice,35,114,65
Soybean,32,71,68
Cotton,33,63,69
Rap seed,34,43,75
Black Gram,34,43,75
Cotton,33,55,67
Wheat,35,68,66
Soybean,33,68,68
Green gram,35,65,70
Gram,35,35,73
Field Pea,35,54,73
Mustard,34,37,65
Rap seed,35,38,71
Barley,32,45,74
Black Gram,33,49,72
Maize,32,54,75
Cotton,33,65,68
Maize,35,78,66
Groundnut,33,77,73
Barley,32,35,65
Millet,33,28,65
Gram,32,39,72
SugarCane,34,266,67
Black Gram,33,48,69
SugarCane,35,284,65
Millet,35,35,75
Groundnut,33,61,74
Wheat,33,86,74
Black Gram,32,47,66
Mustard,35,45,70
Millet,33,27,70
Sunflower,34,53,71
Sunflower,34,141,70
Field Pea,34,45,71
SugarCane,35,272,69
Rap seed,34,42,67
Maize,33,65,70
Groundnut,34,94,65
Gram,33,45,73
Barley,33,48,71
Mustard,35,43,68
Black Gram,34,48,68
Green gram,33,60,75
SugarCane,34,288,66
Maize,32,53,74
Wheat,33,79,66
Sunflower,35,124,67
Maize,33,79,70
Mustard,32,38,71
Rice,32,125,68
Green gram,34,74,74
Rap seed,34,45,75
Mustard,35,43,66
Sunflower,35,36,71
Soybean,34,75,69
Millet,32,35,65
Mustard,34,35,68
Black Gram,33,53,75
Rap seed,34,41,70
Sorghum,33,60,70
Black Gram,33,51,69
Mustard,33,44,75
Cotton,35,67,72
Sunflower,35,144,69
Rice,32,107,66
Field Pea,35,53,70
Soybean,35,68,69
Cotton,35,56,75
Millet,33,26,75
Barley,35,37,69
Rice,34,113,68
Maize,35,78,73
Mustard,34,35,73
Mustard,35,44,69
Rice,32,120,71
Soybean,35,62,70
Sunflower,35,116,72
Rice,34,120,70
Sunflower,34,48,75
Black Gram,35,52,72
Millet,32,34,74
Cotton,32,65,71
SugarCane,33,260,65
Green gram,32,62,75
Green gram,32,74,75
Gram,33,41,75
Rice,35,132,71
Green gram,33,80,69
Gram,33,38,73
Soybean,32,72,75
Black Gram,33,50,67
Barley,32,35,72
Rice,34,149,69
Sunflower,34,77,67
Soybean,33,68,66
Black Gram,32,54,71
Rap seed,32,37,74
Black Gram,32,47,67
Barley,33,47,75
Gram,35,43,74
Wheat,34,69,71
Mustard,33,39,67
Gram,33,43,66
SugarCane,32,275,66
Maize,34,55,67
Millet,35,29,71
Groundnut,33,67,73
Maize,35,71,65
Gram,33,45,73
Millet,32,26,74
Mustard,33,38,69
Barley,34,50,65
Green gram,32,67,66
Groundnut,35,87,66
Soybean,32,63,75
Wheat,33,90,66
Rap seed,33,35,70
Field Pea,33,60,69
Sunflower,32,90,72
Green gram,34,75,75
Sorghum,34,43,71
Millet,35,34,72
Wheat,34,87,65
Rap seed,34,40,74
Rice,33,111,73
Black Gram,32,51,71
Millet,34,35,67
Mustard,35,36,71
Mustard,32,40,75
Soybean,33,61,74
SugarCane,35,271,66
Rice,33,126,72
Millet,33,32,73
Gram,32,43,73
Groundnut,32,63,66
Green gram,32,70,75
Maize,32,52,65
Barley,33,45,67
Cotton,34,68,67
Gram,32,41,66
Wheat,32,71,67
Cotton,33,69,65
Gram,32,36,68
Millet,33,25,74
Field Pea,33,46,73
Millet,34,28,68
Mustard,35,43,69
Sorghum,35,53,67
Groundnut,32,98,68
Barley,32,49,71
Sorghum,32,54,72
Mustard,32,45,65
Sunflower,33,137,70
Rice,35,103,74
Rice,32,133,66
Maize,33,70,75
Soybean,34,72,68
Sunflower,35,116,71
Field Pea,33,42,67
Groundnut,32,67,71
Barley,33,44,68
Maize,34,50,69
Groundnut,33,53,67
Soybean,33,66,74
Maize,33,62,69
Cotton,35,52,69
Maize,32,56,66
Mustard,34,44,72
Sorghum,32,58,67
Sunflower,32,62,75
SugarCane,32,263,75
Groundnut,35,80,67
Black Gram,33,59,72
Soybean,35,71,66
Sorghum,35,58,72
Wheat,33,74,75
Soybean,35,65,65
Barley,32,42,69
Black Gram,35,43,73
Sunflower,32,42,67
Gram,33,44,69
Cotton,34,63,69
SugarCane,33,269,68
Rap seed,35,43,75
Mustard,33,40,67
Rice,35,132,73
Rap seed,35,43,74
Wheat,33,63,71
Mustard,33,44,70
Green gram,33,69,70
Sunflower,34,127,71
Field Pea,34,42,72
Millet,32,32,71
Gram,32,38,67
Wheat,32,73,70
Wheat,35,87,72
Mustard,34,39,67
Rap seed,35,39,72
Rice,33,108,75
Mustard,33,42,71
Groundnut,34,65,68
Field Pea,32,46,71
Barley,33,36,75
Barley,34,38,70
Cotton,32,55,67
Sorghum,33,53,65
Mustard,32,37,73
Gram,32,40,65
Field Pea,34,41,65
Rap seed,33,37,74
Cotton,34,57,71
Sorghum,33,49,68
Black Gram,34,51,69
Sunflower,35,74,68
Field Pea,35,49,72
Black Gram,35,50,69
Gram,34,43,65
Groundnut,32,88,69
Cotton,35,54,75
Rap seed,35,36,70
Maize,34,63,66
Rice,32,102,71
Maize,34,70,65
Maize,35,62,74
Green gram,35,61,66
Cotton,32,57,65
Rap seed,34,37,65
Field Pea,32,53,67
Cotton,32,67,70
Cotton,32,56,74
Barley,32,39,67
Field Pea,33,53,71
Gram,35,38,72
Wheat,33,72,69
Green gram,35,75,75
Rap seed,34,41,65
Cotton,32,57,75
Green gram,35,77,66
Green gram,34,70,70
Wheat,34,67,73
Cotton,32,61,66
Groundnut,32,64,66
Sunflower,32,134,65
Gram,34,40,69
Green gram,32,74,67
Green gram,35,66,74
Groundnut,34,92,70
Sunflower,33,145,66
Cotton,32,51,68
Gram,33,36,74
Cotton,32,69,75
Sorghum,32,60,69
Soybean,33,62,70
Millet,34,30,65
Barley,34,49,74
Gram,34,43,71
Sorghum,33,40,75
Black Gram,32,57,70
Green gram,32,69,66
Cotton,32,66,74
Millet,32,26,75
Green gram,35,72,75
Maize,33,52,73
Gram,32,36,71
SugarCane,34,266,70
Maize,32,67,65
Gram,32,44,74
Maize,32,75,71
Cotton,34,55,72
Sorghum,34,56,70
Mustard,33,36,72
Barley,32,46,70
Green gram,33,70,73
Rice,34,118,67
Black Gram,33,42,70
Cotton,34,52,74
Groundnut,32,99,70
Black Gram,34,44,71
Wheat,32,63,67
Rice,35,121,66
Maize,33,50,66
SugarCane,34,253,72
Millet,35,32,65
SugarCane,33,277,66
SugarCane,32,265,73
Soybean,35,74,74
Barley,34,49,67
Sunflower,35,47,65
Gram,35,43,67
Sorghum,32,49,68
Field Pea,33,57,69
Sorghum,33,45,69
SugarCane,35,277,67
Green gram,32,67,75
Gram,33,35,71
Rap seed,32,37,67
Groundnut,34,50,67
Field Pea,32,56,69
Black Gram,32,60,67
Cotton,32,62,75
Maize,34,53,73
Gram,32,41,67
Sorghum,34,49,68
Rap seed,34,43,72
Green gram,33,71,73
Cotton,33,60,69
Green gram,34,60,65
SugarCane,35,267,72
Millet,33,27,67
Gram,35,39,72
Wheat,32,66,72
Groundnut,35,71,72
Field Pea,34,49,69
Rap seed,33,44,72
Groundnut,33,58,75
Black Gram,32,60,68
Gram,33,36,72
Rice,32,149,67
Millet,33,27,66
Field Pea,34,44,65
Soybean,35,74,75
Mustard,32,43,66
Rap seed,32,44,68
Soybean,35,73,69
Black Gram,32,48,66
Green gram,34,79,73
Field Pea,33,56,70
Barley,33,41,67
Gram,35,38,72
Field Pea,35,60,65
Barley,33,42,74
Green gram,34,77,68
Maize,35,73,66
Millet,32,34,72
Field Pea,35,43,72
Gram,34,43,67
Rice,32,150,73
Rap seed,35,42,73
Mustard,34,35,69
Sunflower,32,68,70
Cotton,32,58,71
Black Gram,33,48,71
SugarCane,35,286,74
SugarCane,34,271,74
Millet,33,35,73
Field Pea,34,59,69
Rice,33,125,68
SugarCane,32,293,73
Maize,33,62,66
Sunflower,34,48,66
Sunflower,35,134,65
Cotton,32,58,70
Maize,33,75,75
Groundnut,32,58,75
Sorghum,35,52,73
Sorghum,32,46,66
Soybean,33,64,73
Wheat,32,61,68
Mustard,34,45,73
Green gram,35,75,66
Maize,32,69,71
SugarCane,35,260,68
Sunflower,34,131,71
Green gram,34,79,75
Soybean,33,66,75
Rice,33,143,74
Rap seed,33,45,71
Soybean,34,68,71
Green gram,32,73,70
Cotton,34,57,69
Green gram,34,67,69
Sorghum,33,53,71
Sorghum,32,56,68
Millet,34,27,65
Field Pea,35,52,69
SugarCane,34,266,72
Barley,32,39,65
Soybean,32,66,75
Groundnut,33,59,75
SugarCane,33,254,71
Wheat,33,76,71
Mustard,32,43,72
Millet,34,27,73
Millet,34,25,69
Groundnut,33,98,66
Barley,32,37,66
Cotton,35,63,66
Green gram,34,69,70
Groundnut,35,96,65
SugarCane,35,300,65
Cotton,33,70,74
Gram,33,43,74
Groundnut,32,83,72
Millet,32,33,70
Gram,35,35,72
Green gram,34,62,69
Green gram,32,70,66
Mustard,32,42,68
Black Gram,33,40,65
Sorghum,35,45,72
Rice,35,127,69
Millet,35,27,74
Green gram,34,69,65
Rice,33,108,69
Wheat,35,80,67
Millet,33,34,74
Gram,34,42,75
Sorghum,35,58,65
Rap seed,35,40,71
Sorghum,33,49,72
Cotton,33,59,71
Rice,34,143,65
Millet,35,27,71
Cotton,35,56,69
Rice,32,128,70
Cotton,32,61,75
Gram,32,41,65
Cotton,35,52,75
Rice,35,119,68
SugarCane,35,299,69
Maize,33,76,66
SugarCane,33,260,71
Cotton,34,53,70
Millet,35,34,75
Soybean,32,75,67
Sunflower,32,108,65
Gram,34,38,67
Gram,33,37,75
Gram,33,45,72
Sorghum,34,51,66
Soybean,32,72,66
Cotton,34,70,68
SugarCane,33,282,67
Barley,32,48,70
Sunflower,32,70,66
Barley,35,41,67
Rice,34,119,68
Rice,33,112,69
Black Gram,35,55,72
Wheat,34,70,75
Cotton,35,58,74
Black Gram,32,49,67
Sorghum,35,58,70
Mustard,32,37,72
Gram,33,36,74
SugarCane,32,296,68
Green gram,35,78,75
Green gram,32,68,66
Sorghum,32,54,65
Gram,35,36,69
Rap seed,34,43,74
Wheat,34,65,66
Rice,33,133,68
Field Pea,35,55,71
Sunflower,34,127,67
Rap seed,35,40,75
Cotton,32,57,71
Rap seed,32,38,65
Rice,32,121,72
Groundnut,35,82,67
Maize,35,59,75
Soybean,34,71,66
Gram,34,39,67
Sunflower,33,104,75
Maize,34,77,66
Maize,34,56,74
Maize,33,76,72
SugarCane,32,281,71
Groundnut,35,67,73
Mustard,34,41,67
Barley,33,40,72
Mustard,33,36,73
Rice,33,107,67
Wheat,35,77,68
Rap seed,34,39,69
Field Pea,33,44,75
Groundnut,35,56,74
Barley,35,47,65
Sorghum,32,51,74
SugarCane,35,264,73
Millet,32,27,67
Mustard,33,42,74
Groundnut,35,91,65
Groundnut,34,51,70
Soybean,33,61,66
Rap seed,35,36,67
Mustard,32,43,72
Green gram,34,63,72
Soybean,35,60,72
Barley,34,47,70
Cotton,32,69,74
SugarCane,34,257,68
Wheat,32,68,65
Sorghum,34,42,74
Cotton,34,50,71
Mustard,32,39,72
Wheat,33,76,75
Millet,32,31,65
Sorghum,32,49,67
Soybean,32,72,74
Rap seed,34,38,68
Sunflower,34,86,67
Field Pea,34,41,73
Mustard,33,39,73
Barley,35,39,71
Field Pea,34,58,73
Groundnut,34,97,75
Green gram,32,65,68
SugarCane,33,273,74
Green gram,33,75,73
Soybean,34,71,75
Green gram,34,61,67
Sunflower,34,133,73
Barley,35,39,71
SugarCane,33,279,74
Rice,33,128,67
Cotton,33,55,65
Rice,35,101,68
Mustard,35,41,71
Barley,34,47,69
Sorghum,35,42,67
Barley,34,38,70
Soybean,32,73,69
Cotton,32,55,65
Soybean,32,75,75
Cotton,34,61,71
Rice,35,103,72
Groundnut,34,92,74
Green gram,33,60,66
SugarCane,35,250,74
Gram,34,43,72
Groundnut,32,95,73
Sunflower,34,82,66
Wheat,35,67,75
Barley,32,43,66
Green gram,33,80,73
Rap seed,35,38,67
Sunflower,32,146,68
Wheat,34,60,73
Sorghum,32,60,74
Sunflower,33,78,66
Mustard,35,36,70
Soybean,33,69,70
SugarCane,35,270,73
Maize,33,75,69
Maize,33,67,69
Gram,35,43,67
Black Gram,33,60,66
Millet,34,32,69
Barley,33,42,73
Wheat,33,80,75
Barley,32,45,71
Barley,33,35,74
Gram,33,38,72
Sorghum,35,51,69
Millet,32,32,72
Black Gram,35,44,67
Barley,34,49,75
Black Gram,32,40,67
SugarCane,33,258,74
Rap seed,35,44,68
Sorghum,33,46,66
Sorghum,33,48,74
Cotton,33,55,65
Maize,35,72,71
Rice,33,123,75
Rap seed,33,43,74
Rap seed,33,45,73
Wheat,35,62,74
Gram,35,42,71
Black Gram,32,42,66
SugarCane,33,282,75
Sunflower,35,105,73
Rap seed,33,44,73
Gram,34,45,68
SugarCane,33,253,73
SugarCane,34,257,65
Black Gram,32,54,75
Soybean,33,65,66
Rap seed,34,45,71
Sorghum,32,40,75
Sunflower,32,148,75
Black Gram,34,48,66
SugarCane,33,295,68
Black Gram,32,41,70
Millet,35,33,65
Maize,32,64,69
Maize,34,63,72
Millet,33,32,75
Field Pea,32,40,74
Cotton,35,66,71
Sunflower,33,106,72
Wheat,35,66,66
Rice,35,126,66
Groundnut,35,80,71
Wheat,32,69,66
Gram,34,36,68
SugarCane,32,278,74
Field Pea,35,51,68
Sorghum,32,49,75
Cotton,32,60,66
Green gram,35,67,74
Green gram,33,75,67
Millet,35,33,68
Cotton,34,66,71
Barley,35,48,68
Field Pea,35,59,71
Groundnut,34,78,67
Soybean,32,68,71
Barley,33,50,75
SugarCane,34,263,69
Cotton,35,68,65
Soybean,32,72,66
Rice,35,112,75
Green gram,32,75,71
Rap seed,32,36,66
Maize,35,79,65
Green gram,35,73,72
Rap seed,33,36,65
Groundnut,35,84,75
Rice,35,121,72
Maize,34,63,71
Green gram,35,61,73
Green gram,32,75,74
SugarCane,32,251,67
Sunflower,34,80,66
SugarCane,32,253,67
Black Gram,33,45,73
Barley,32,45,72
Mustard,33,37,71
Rice,32,134,65
Wheat,35,76,65
Rap seed,32,45,67
Field Pea,35,49,73
Rice,34,119,71
Rice,35,125,66
Green gram,32,60,67
Wheat,32,75,74
Rap seed,32,36,65
Field Pea,32,55,73
Cotton,35,52,67
Mustard,32,44,65
Black Gram,33,49,74
Barley,32,40,68
Sunflower,34,104,67
Maize,32,57,68
Gram,34,38,69
Groundnut,33,78,73
Sunflower,33,82,68
Wheat,35,80,71
Field Pea,35,56,65
Field Pea,34,54,71
Sorghum,34,58,68
Maize,35,55,68
Barley,35,35,72
Rap seed,35,40,67
Groundnut,33,94,66
Black Gram,35,45,68
Mustard,32,44,68
Cotton,35,50,72
Rice,35,107,74
Sunflower,35,109,72
Groundnut,32,65,67
Black Gram,32,56,74
Sunflower,35,54,72
Millet,32,27,73
Black Gram,34,48,65
Wheat,32,66,67
Groundnut,33,90,75
Sunflower,32,104,70
Soybean,35,72,75
SugarCane,34,298,70
Gram,34,43,67
Wheat,35,79,68
Sunflower,33,110,65
Millet,33,25,75
Millet,33,32,70
Barley,34,42,73
Rap seed,33,43,71
Rice,34,122,73
Rap seed,32,42,66
Sorghum,33,54,72
Gram,32,42,69
SugarCane,34,275,72
SugarCane,32,281,72
Sorghum,35,48,69
Maize,34,65,71
Sunflower,35,40,65
Wheat,33,60,70
Mustard,35,45,67
Field Pea,34,41,71
SugarCane,34,285,72
Barley,34,50,65
Wheat,32,73,67
Green gram,33,70,67
Cotton,32,54,66
Soybean,35,66,65
Field Pea,33,40,66
Field Pea,33,46,73
Soybean,32,74,74
Sorghum,32,48,70
Soybean,34,60,75
Soybean,32,65,68
Groundnut,34,88,65
Millet,33,26,67
Sunflower,35,126,70
Barley,32,48,71
Millet,35,30,69
Rice,32,147,68
Green gram,35,79,67
Millet,34,26,65
Gram,34,43,73
Millet,35,33,74
Rap seed,34,43,68
Wheat,35,89,65
Sorghum,34,57,69
Soybean,33,60,69
Rap seed,32,38,75
Sunflower,32,54,70
Field Pea,33,58,71
Maize,35,73,73
Groundnut,34,80,67
Rap seed,35,35,68
Millet,35,30,73
Field Pea,35,46,73
Black Gram,32,50,71
Groundnut,33,52,69
Maize,32,51,65
Barley,32,47,66
Wheat,35,72,67
Mustard,34,42,71
Wheat,33,65,73
Maize,32,63,68
Millet,35,25,67
Groundnut,33,74,72
Sunflower,33,121,75
Mustard,35,40,67
Soybean,33,63,75
SugarCane,33,252,72
Groundnut,32,52,71
Black Gram,33,46,71
Maize,35,71,72
Millet,33,35,70
Sunflower,34,62,71
Rap seed,32,38,67
Groundnut,33,69,67
Soybean,35,60,68
Cotton,33,65,74
Groundnut,35,77,75
Gram,32,39,73
SugarCane,32,295,73
Millet,35,26,74
Rap seed,34,41,75
Rice,32,104,72
Maize,34,73,65
Soybean,34,62,65
Mustard,35,35,67
Soybean,32,62,69
Maize,35,65,66
Gram,33,43,73
Wheat,35,79,75
Sorghum,32,59,65
Field Pea,33,57,65
Millet,34,34,68
Groundnut,32,65,69
Millet,35,25,71
SugarCane,33,252,66
Barley,35,35,74
Barley,32,40,66
Gram,35,37,72
Groundnut,35,77,75
Black Gram,34,55,70
Sunflower,32,94,68
Sunflower,32,30,75
Mustard,34,35,74
Wheat,35,78,68
Green gram,33,67,65
Cotton,33,68,72
Sunflower,33,124,73
Cotton,33,64,75
Soybean,34,73,73
Groundnut,34,57,73
Wheat,34,87,67
Mustard,34,36,70
Black Gram,33,45,72
Cotton,35,56,67
Sorghum,33,47,65
Maize,33,62,74
Maize,32,79,71
Sorghum,32,52,66
Rice,34,103,70
Soybean,33,71,65
Barley,32,38,68
Barley,34,35,69
Groundnut,34,77,65
Black Gram,32,58,73
Sorghum,33,58,71
Rap seed,33,36,69
Rice,35,123,74
Sunflower,34,127,71
Field Pea,34,50,75
Green gram,33,80,75
Millet,35,32,68
Green gram,32,63,72
Mustard,33,45,74
Rice,32,139,65
Field Pea,34,53,67
Soybean,34,75,68
Sunflower,33,90,72
Millet,33,25,67
Wheat,35,78,69
Soybean,35,74,66
Maize,35,50,68
Field Pea,35,43,74
Maize,34,72,74
Green gram,34,76,72
Black Gram,33,54,74
Field Pea,34,41,65
Cotton,35,59,68
Rap seed,34,35,72
Gram,35,36,71
Millet,33,29,66
Rap seed,35,38,74
Barley,34,41,67
Field Pea,32,56,65
Mustard,34,41,66
Mustard,35,38,68
Gram,35,37,69
Groundnut,33,60,71
Maize,34,74,69
Barley,32,35,68
Black Gram,32,58,69
Green gram,33,72,71
Cotton,32,67,68
Groundnut,34,74,71
Green gram,34,80,72
Sorghum,35,48,73
Field Pea,33,46,73
Sunflower,34,124,68
Black Gram,33,59,66
Black Gram,34,41,75
Rice,33,143,68
Maize,33,51,73
Field Pea,34,43,71
